Country,Month,track_name,artist_names,Total_Streams
VN,2023-11,2AM,"JustaTee, BigDaddy",790794
VN,2023-11,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",1005816
VN,2023-11,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",749055
VN,2023-12,10 Ngàn Năm,PC,875524
VN,2023-12,2AM,"JustaTee, BigDaddy",694579
VN,2023-12,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",813210
VN,2023-12,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",589760
VN,2023-12,3107 3,"W/N, Duongg, Nau, titie",852189
VN,2024-01,10 Ngàn Năm,PC,818826
VN,2024-01,2AM,"JustaTee, BigDaddy",653502
VN,2024-01,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",823948
VN,2024-01,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",570977
VN,2024-01,3107 3,"W/N, Duongg, Nau, titie",824559
VN,2024-02,01 Chuyện Dở Dang,Ngọt,368503
VN,2024-02,02 Mơ Làm Ma,"Ngọt, Thỏ Trauma",321439
VN,2024-02,03 Hay Là,Ngọt,227833
VN,2024-02,04 Thắp Hương 05 Hoá Vàng,"Ngọt, Quyền Thiện Đắc",203319
VN,2024-02,10 Ngàn Năm,PC,980879
VN,2024-03,01 Chuyện Dở Dang,Ngọt,643305
VN,2024-03,02 Mơ Làm Ma,"Ngọt, Thỏ Trauma",170207
VN,2024-03,03 Hay Là,Ngọt,119862
VN,2024-03,1 Phút,Andiez,397243
VN,2024-03,10 Ngàn Năm,PC,884423
VN,2024-04,1 Phút,Andiez,126784
VN,2024-04,10 Ngàn Năm,PC,997401
VN,2024-04,2AM,"JustaTee, BigDaddy",830138
VN,2024-04,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",767731
VN,2024-04,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",554295
VN,2024-05,1 Phút,Andiez,501098
VN,2024-05,10 Ngàn Năm,PC,1350539
VN,2024-05,2AM,"JustaTee, BigDaddy",1113317
VN,2024-05,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",896275
VN,2024-05,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",697485
VN,2024-06,1 Phút,Andiez,235956
VN,2024-06,10 Ngàn Năm,PC,1118928
VN,2024-06,2AM,"JustaTee, BigDaddy",816074
VN,2024-06,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",674735
VN,2024-06,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",578288
VN,2024-07,10 Ngàn Năm,PC,1256650
VN,2024-07,1000 Ánh Mắt,"Shiki, Obito",1930987
VN,2024-07,2AM,"JustaTee, BigDaddy",1105190
VN,2024-07,3 1 0 7 (feat. Duongg & Nâu),"W/N, Duongg, Nâu",726925
VN,2024-07,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",614657
VN,2024-08,1 Phút,Andiez,138553
VN,2024-08,10 Ngàn Năm,PC,1264440
VN,2024-08,1000 Ánh Mắt,"Shiki, Obito",1816894
VN,2024-08,2 4,W/N,2412830
VN,2024-08,2000 câu hỏi vì sao,AMEE,1116408
VN,2024-09,06 Quen Lắm,Ngọt,203366
VN,2024-09,09 Chuyện Thường,Ngọt,139092
VN,2024-09,1 Phút,Andiez,523027
VN,2024-09,10 Ngàn Năm,PC,786003
VN,2024-09,1000 Ánh Mắt,"Shiki, Obito",1092077
VN,2024-10,1 Phút,Andiez,735212
VN,2024-10,10 Ngàn Năm,PC,1077003
VN,2024-10,1000 Ánh Mắt,"Shiki, Obito",1023150
VN,2024-10,2 4,W/N,1471783
VN,2024-10,2AM,"JustaTee, BigDaddy",1506796
VN,2024-11,1 Phút,Andiez,146929
VN,2024-11,10 Ngàn Năm,PC,848331
VN,2024-11,1000 Ánh Mắt,"Shiki, Obito",725072
VN,2024-11,2 4,W/N,489068
VN,2024-11,29,"Wxrdie, Mason Nguyen",388885
VN,2024-12,10 Ngàn Năm,PC,439287
VN,2024-12,1000 Ánh Mắt,"Shiki, Obito",389425
VN,2024-12,1TINHYEU (feat. Hustlang Robber),"RAP VIỆT, Hustlang Robber",238342
VN,2024-12,2 4,W/N,170805
VN,2024-12,2AM,"JustaTee, BigDaddy",569447
ZA,2023-06,24 Hours,Kaylow,795801
ZA,2023-06,AYE KUWA (feat. CK THE DJ),"King Monada, CK THE DJ",151280
ZA,2023-06,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",158052
ZA,2023-06,Abracadabra (feat. Travis Scott),"Young Thug, Travis Scott",62036
ZA,2023-06,Adorn,Miguel,195069
ZA,2023-07,24 Hours,Kaylow,604098
ZA,2023-07,AYE KUWA (feat. CK THE DJ),"King Monada, CK THE DJ",46968
ZA,2023-07,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",198361
ZA,2023-07,Adorn,Miguel,234778
ZA,2023-07,African Vibe PT 2,Peta Teanet,44359
ZA,2023-08,24 Hours,Kaylow,658850
ZA,2023-08,3:15 (Breathe),Russ,152567
ZA,2023-08,ALL MINE,Brent Faiyaz,48979
ZA,2023-08,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",263287
ZA,2023-08,Adorn,Miguel,332829
ZA,2023-09,018,"Cassper Nyovest, Maglera Doe Boy",345107
ZA,2023-09,24 Hours,Kaylow,425398
ZA,2023-09,3:15 (Breathe),Russ,57758
ZA,2023-09,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",226607
ZA,2023-09,Adorn,Miguel,306303
ZA,2023-10,018,"Cassper Nyovest, Maglera Doe Boy",138917
ZA,2023-10,24 Hours,Kaylow,278219
ZA,2023-10,3:15 (Breathe),Russ,55598
ZA,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",225232
ZA,2023-10,7969 Santa,Drake,334450
ZA,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,86964
ZA,2023-11,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",59437
ZA,2023-11,500lbs,Lil Tecca,56613
ZA,2023-11,8am in Charlotte,Drake,199450
ZA,2023-11,ANGELZ AND DEMONZ,A-Reece,62883
ZA,2023-12,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",244930
ZA,2023-12,Adorn,Miguel,337673
ZA,2023-12,Agora Hills,Doja Cat,668453
ZA,2023-12,Aliboli Icala,Khuzani,72201
ZA,2023-12,All I Want for Christmas Is You,Mariah Carey,579361
ZA,2024-01,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",275774
ZA,2024-01,Adorn,Miguel,327793
ZA,2024-01,Agora Hills,Doja Cat,584821
ZA,2024-01,All My Life (feat. J. Cole),"Lil Durk, J. Cole",283821
ZA,2024-01,All The Stars (with SZA),"Kendrick Lamar, SZA",59038
ZA,2024-02,16 CARRIAGES,Beyoncé,166888
ZA,2024-02,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",67661
ZA,2024-02,Adorn,Miguel,430311
ZA,2024-02,Agora Hills,Doja Cat,691742
ZA,2024-02,All My Life (feat. J. Cole),"Lil Durk, J. Cole",194933
ZA,2024-03,ART,Tyla,225933
ZA,2024-03,Adorn,Miguel,509558
ZA,2024-03,Agora Hills,Doja Cat,506036
ZA,2024-03,Ain't No Love,"Future, Metro Boomin",89288
ZA,2024-03,All The Stars (with SZA),"Kendrick Lamar, SZA",314186
ZA,2024-04,16 CARRIAGES,Beyoncé,77393
ZA,2024-04,3001,J. Cole,137922
ZA,2024-04,7 Minute Drill,J. Cole,354596
ZA,2024-04,A Bar Song (Tipsy),Shaboozey,291745
ZA,2024-04,AMERIICAN REQUIEM,Beyoncé,75202
ZA,2024-05,13 POS (Ke Bo Mang),"Focalistic, Sims Noreng",135771
ZA,2024-05,A Bar Song (Tipsy),Shaboozey,1532209
ZA,2024-05,ART,Tyla,677044
ZA,2024-05,Adorn,Miguel,552458
ZA,2024-05,Agora Hills,Doja Cat,329778
ZA,2024-06,13 POS (Ke Bo Mang),"Focalistic, Sims Noreng",434734
ZA,2024-06,A Bar Song (Tipsy),Shaboozey,1056808
ZA,2024-06,ART,Tyla,417421
ZA,2024-06,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),"Don Toliver, Charlie Wilson, Cash Cobain",90560
ZA,2024-06,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",155456
ZA,2024-07,13 POS (Ke Bo Mang),"Focalistic, Sims Noreng",86387
ZA,2024-07,A Bar Song (Tipsy),Shaboozey,894679
ZA,2024-07,ART,Tyla,80914
ZA,2024-07,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",156256
ZA,2024-07,Adorn,Miguel,346364
ZA,2024-08,02 July,"Kelvin Momo, Stixx",111524
ZA,2024-08,2 Headed Goat (feat. Maglera Doe Boy),"25K, Maglera Doe Boy",90733
ZA,2024-08,A Bar Song (Tipsy),Shaboozey,996689
ZA,2024-08,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",177659
ZA,2024-08,Adorn,Miguel,482173
ZA,2024-09,100 mill,"A-Reece, Jay Jody",323833
ZA,2024-09,10K Yey'nkomo,"Aymos, Mas Musiq, Samthing Soweto, Sha Sha",103858
ZA,2024-09,2 deep,"A-Reece, Blue Pappi",167294
ZA,2024-09,200 Bars,Big Zulu,185802
ZA,2024-09,21,Usimamane,115923
ZA,2024-10,"""Heal'lang""(folang)","DJ Janisto, Kharishma, Mack eaze",314119
ZA,2024-10,25,Rod Wave,439677
ZA,2024-10,A Bar Song (Tipsy),Shaboozey,857339
ZA,2024-10,APT.,"ROSÉ, Bruno Mars",321254
ZA,2024-10,Abalele,"Kabza De Small, DJ Maphorisa, Ami Faku",357776
ZA,2024-11,"""Heal'lang""(folang)","DJ Janisto, Kharishma, Mack eaze",538097
ZA,2024-11,25,Rod Wave,444779
ZA,2024-11,A Bar Song (Tipsy),Shaboozey,619055
ZA,2024-11,AMANGA (READ THE ROOM),Emtee,267583
ZA,2024-11,APT.,"ROSÉ, Bruno Mars",752239
ZA,2024-12,"""Heal'lang""(folang)","DJ Janisto, Kharishma, Mack eaze",314553
ZA,2024-12,25,Rod Wave,190173
ZA,2024-12,A Bar Song (Tipsy),Shaboozey,327759
ZA,2024-12,A-Z (Yashi Moto),"Vigro Deep, DJ Maphorisa, Kabza De Small, Uncool MC, Focalistic, Scotts Maphuma, Ricky Lenyora, Woza Sjax",223262
ZA,2024-12,APT.,"ROSÉ, Bruno Mars",491027
