rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,Country,Date
70,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5,"El Chachito, Junior H",En Paris,Rancho Humilde,12,60,34,2227170,MX,2023-08-17
71,spotify:track:46FdwGMcgz6gik4RCpWBAW,"Oscar Maydon, El Padrinito Toys",Los Collares,Rancho Humilde,13,74,45,2187397,MX,2023-08-17
72,spotify:track:05OnZaYopHpb0z7ktT2FIF,"Rauw Alejandro, Junior H",PICARDÍA,Sony Music Latin/Duars Entertainment,53,70,6,2184885,MX,2023-08-17
73,spotify:track:7IPvreDoOx2OkR3Qu1G9aS,"Junior H, Grupo Firme",El Patrocinador,WEA Latina,44,44,2,2146985,MX,2023-08-17
74,spotify:track:0uBcoM4zxRXk7kmsmxoiFS,"Luis Mexia, Grupo Firme",Calidad,Luis Mexia,14,78,57,2074303,MX,2023-08-17
75,spotify:track:4H6o1bxKRGzmsE0vzo968m,"Yuridia, Ángela Aguilar",Qué Agonía,Sony Music México,5,80,43,2072134,MX,2023-08-17
76,spotify:track:0pliiCOWPN0IId8sXAqNJr,"Grupo Marca Registrada, Grupo Frontera",Di Que Sí,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",10,69,27,2033700,MX,2023-08-17
77,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",DALE PLAY Records,1,79,58,2030090,MX,2023-08-17
78,spotify:track:2fQrrBtuNVMWOHqLyk4EfO,Alfredo Olivas,Yo Todo Lo Doy,Fonovisa,51,73,45,2009449,MX,2023-08-17
79,spotify:track:3HqcNJdZ2seoGxhn0wVNDK,KAROL G,PROVENZA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,1,89,69,2009234,MX,2023-08-17
80,spotify:track:6L2wWlVVD6R2bczNdnSqKr,"Grupo Frontera, Junior H",EN ALTAVOZ,Grupo Frontera,58,58,2,1991242,MX,2023-08-17
81,spotify:track:2CeKVsFFXG4QzA415QygGb,Feid,Feliz Cumpleaños Ferxxo,UMLE - Latino,23,92,52,1990622,MX,2023-08-17
82,spotify:track:1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",Hey Mor,Aura Music Corp.,13,84,44,1983792,MX,2023-08-17
83,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,2,88,67,1962387,MX,2023-08-17
84,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,77,77,5,1962308,MX,2023-08-17
85,spotify:track:7uSLF2yhpjLlYBLtyPX3Lb,"El Alfa, Peso Pluma, Chael Produciendo",PLEBADA,EL JEFE RECORDS LLC,32,103,10,1953904,MX,2023-08-17
86,spotify:track:775hCSePn3GW4h9nZ636kq,"Peso Pluma, Tito Double P",GAVILÁN II,Double P Records,43,91,8,1911593,MX,2023-08-17
87,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,"Travis Scott, Bad Bunny, The Weeknd",K-POP,Cactus Jack/Epic,38,71,4,1908363,MX,2023-08-17
88,spotify:track:5g1aZgzKOLmidJG1OC3D4J,Grupo Frontera,LE VA DOLER,Grupo Frontera,65,68,12,1884716,MX,2023-08-17
89,spotify:track:51FvjPEGKq2zByeeEQ43V9,"Marshmello, Manuel Turizo",El Merengue,Sony Music Latin,49,107,24,1858431,MX,2023-08-17
90,spotify:track:0GJwUAlBMJTbY4VE7iE761,"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,Bichota/Interscope Records,90,-1,1,1855877,MX,2023-08-17
91,spotify:track:4PA1wK0leCjmRZlP5dQ8Lv,"Sky Rompiendo, Feid, Myke Towers",El Cielo,Sony Music Latin,32,95,11,1854331,MX,2023-08-17
92,spotify:track:6GM5l4aJ9aOhGStxODvNBm,"Natanael Cano, Junior H",Eres,WEA Latina,14,83,7,1848224,MX,2023-08-17
93,spotify:track:0Y1lSCcxjfyyvmfgMJ1ukA,Grupo Frontera,NO SE VA - EN VIVO,Grupo Frontera,1,75,55,1847586,MX,2023-08-17
94,spotify:track:7z2Z8mwfsoMnNArKB946gU,Panter Bélico,Punto y Aparte,Belikiki Music,75,94,10,1839027,MX,2023-08-17
95,spotify:track:4PpktF1wMyXtNgADgcdgqT,"Bellakath, Profeta Yao Yao, Smi-Lee",Y Yo Me Le Pego,La Mafia del Perreo,33,99,13,1811922,MX,2023-08-17
96,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,75,82,4,1784225,MX,2023-08-17
97,spotify:track:71V6u8mPSydvEokO7XYqG6,Alfredo Olivas,El Vals Del Olvido,Camiolvi,85,85,44,1779915,MX,2023-08-17
98,spotify:track:4xU4XeklG562EnanWzpY3A,Young Miko,wiggy,The Wave Music Group,98,162,3,1771736,MX,2023-08-17
99,spotify:track:4ygQ5wSuzzNRevVjup1qV2,"Luis R Conriquez, Tony Aguirre, Peso Pluma",El Gavilán,Kartel Music / Prajin Music,12,90,43,1769666,MX,2023-08-17
100,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53",DALE PLAY Records,1,93,32,1766430,MX,2023-08-17
101,spotify:track:0PB0O24JqAuNdOAFVJljMS,"Eladio Carrion, Bad Bunny",Coco Chanel,Rimas Entertainment LLC,15,100,22,1755697,MX,2023-08-17
102,spotify:track:1GtIK8iINes4gNt06F60NU,Alfredo Olivas,Vete,Fonovisa,86,86,7,1750777,MX,2023-08-17
103,spotify:track:2Nk3gXgekore0lfB7PCnub,Alfredo Olivas,El Paciente,Camiolvi,71,87,163,1728104,MX,2023-08-17
104,spotify:track:5kpxVMDvYGRmNqawPqDTYR,"La Adictiva, Luis R Conriquez",JGL,Anval Music,10,98,74,1724787,MX,2023-08-17
105,spotify:track:1Gm2qMRuxnuqnM62xyp89d,"Jaziel Avilez, Codiciado, Peso Pluma",Ando Enfocado,Virgin Music Latin / Golden Ink Entertainment,55,101,36,1723334,MX,2023-08-17
106,spotify:track:6Xj014IHwbLVjiVT6H89on,Kenia OS,Malas Decisiones,Sony Music México / 5020 RCRDS,13,96,31,1721321,MX,2023-08-17
107,spotify:track:3HgvO4B5LLmdPOT2d8cSZd,"LAGOS, Danny Ocean",Mónaco,WM Mexico,12,104,112,1716881,MX,2023-08-17
108,spotify:track:5Ei8EK2uXNkqqVSe2QYsFp,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,UMLE - Fonovisa,21,97,52,1711065,MX,2023-08-17
109,spotify:track:5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,Rimas Entertainment LLC,75,113,60,1709101,MX,2023-08-17
110,spotify:track:6otePxalBK8AVa20xhZYVQ,KAROL G,MIENTRAS ME CURO DEL CORA,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,39,120,25,1707943,MX,2023-08-17
111,spotify:track:7dR09k1an5JEq7ch0Y5hvV,"Chino Pacas, Fuerza Regida",Dijeron Que No La Iba Lograr,Street Mob Records/PFL/Geffen Records,12,102,23,1674604,MX,2023-08-17
112,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,22,110,32,1671443,MX,2023-08-17
113,spotify:track:6ifUES3keWjwXgae8pXI3o,Danny Ocean,Me Rehúso,Atlantic Records,1,112,342,1661445,MX,2023-08-17
114,spotify:track:7cZoAjj5vufdREBJZGW2lH,"Junior H, Gabito Ballesteros",Vamos Para Arriba,WEA Latina,39,116,50,1621390,MX,2023-08-17
115,spotify:track:1lKI9y1DL6QnYTZguVmACX,Luis Miguel,La Media Vuelta,WEA Latina,71,108,92,1615504,MX,2023-08-17
116,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,Luis Miguel,Ahora Te Puedes Marchar,WM Mexico,21,109,347,1604808,MX,2023-08-17
117,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,114,72,1592939,MX,2023-08-17
118,spotify:track:4gcVqUyT7lj281442LiBYV,La Receta,cómo dormiste?,Virgin Music/ La Receta,118,138,3,1589327,MX,2023-08-17
119,spotify:track:4OVpyR6yhYyVoRj9D7CERz,"Banda MS de Sergio Lizárraga, Carin Leon",Ojos Cerrados,Lizos Music,44,106,84,1580924,MX,2023-08-17
120,spotify:track:3GSMdtJphymHEsR8K9jT5Q,León Larregui,Locos,Universal Music Mexico,56,126,282,1580711,MX,2023-08-17
121,spotify:track:3gfSH9aYZbyGjdmbeoWliw,"Peso Pluma, Luis R Conriquez",Siempre Pendientes,Prajin Records,6,111,53,1574434,MX,2023-08-17
122,spotify:track:24lqVtYdnA1NhYd37XFOPb,LATIN MAFIA,No digas nada,Rimas Entertainment México S.A. de C.V,117,125,9,1564874,MX,2023-08-17
123,spotify:track:4eS34o2sqDTK4ypgZq4yLA,"Natanael Cano, Dan Sanchez",Como Es Arriba Es Abajo,WEA Latina,26,115,21,1562098,MX,2023-08-17
124,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,1,117,37,1557559,MX,2023-08-17
125,spotify:track:3ZGkdrigbWXLgHungXfZkt,"Junior H, Luis R Conriquez",Los Botones Azules,WEA Latina,13,119,76,1552972,MX,2023-08-17
126,spotify:track:4SHTLje9c6RLnx6kOPt9L6,Alfredo Olivas,El Sillón,Camiolvi,102,105,6,1539262,MX,2023-08-17
127,spotify:track:5IlLm20JXhKbMtsH20NblC,Rels B,lo que hay x aquí,DALE PLAY Records / Flakk Team,48,135,23,1538652,MX,2023-08-17
128,spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,Luis Miguel,La Incondicional,WEA Latina,26,118,235,1525354,MX,2023-08-17
129,spotify:track:5xzGmQsjbPuIZ6GtPdVuEq,"Grupo Marca Registrada, Junior H",El Rescate,Boba Records,8,122,56,1525340,MX,2023-08-17
130,spotify:track:31i56LZnwE6uSu3exoHjtB,Bad Bunny,Neverita,Rimas Entertainment LLC,6,121,67,1492412,MX,2023-08-17
131,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,Rels B,A Mí,DALE PLAY Records / Flakk Team,68,127,234,1482974,MX,2023-08-17
132,spotify:track:6irysuQyZWd7Bjj7ePiOs2,JHAYCO,Holanda,N&E Entertainment LLC,132,-1,1,1482701,MX,2023-08-17
133,spotify:track:21N77gfWYoQDvrLvaeiQgi,"Rauw Alejandro, Bizarrap",BABY HELLO,Sony Music Latin/Duars Entertainment,59,128,8,1477795,MX,2023-08-17
134,spotify:track:0UXlu64mDLvfzR8IXMz06J,Christian Nodal,Ya No Somos Ni Seremos,"Producciones Ladon, S.A de C.V.",1,131,78,1455986,MX,2023-08-17
135,spotify:track:4waqcUQWdj0yH26STWl2Rq,La Oreja de Van Gogh,Rosas,Columbia,119,123,62,1445701,MX,2023-08-17
136,spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,Universal Music Latino / Rimas,1,132,216,1441545,MX,2023-08-17
137,spotify:track:3fjN3y5x4hN53rykAN2LHQ,Rels B,cómo dormiste?,DALE PLAY Records / Flakk Team,28,149,54,1440711,MX,2023-08-17
138,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,2,129,31,1439301,MX,2023-08-17
139,spotify:track:0SRddBTphQwQcfqw4Br1uX,León Larregui,Brillas,EMI México,43,133,340,1435299,MX,2023-08-17
140,spotify:track:1mF6RkY7x1KsDBZS6cV5f1,"Ovy On The Drums, Peso Pluma",EL HECHIZO,WEA Latina,27,130,22,1423796,MX,2023-08-17
141,spotify:track:0T2pB7P1VdXPhLdQZ488uH,Feid,Normal,UMLE - Latino,60,154,58,1420521,MX,2023-08-17
142,spotify:track:4PzxlHzDM3bDafkHjg1XCX,"Kali Uchis, El Alfa, JT",Muñekita (with El Alfa & JT),Geffen Records,142,-1,1,1419382,MX,2023-08-17
143,spotify:track:7DhYjNLksXZhbRQeheAums,Bacilos,Caraluna,WEA Latina,94,139,167,1419017,MX,2023-08-17
144,spotify:track:7E9GeFGfjXw9LAI4ay6rsw,"Grupo Firme, Carin Leon",El Tóxico,Music VIP,10,141,141,1409222,MX,2023-08-17
145,spotify:track:1iRvhKiXRElIH2Uf4gd95P,Jesse & Joy,Dueles,WM Mexico,43,134,129,1406770,MX,2023-08-17
146,spotify:track:07aKw7LfC27IGSb5ppldIQ,"Oscar Maydon, Panter Bélico",3 Doritos Despues (En Vivo),Rancho Humilde,101,153,9,1403159,MX,2023-08-17
147,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,2,140,67,1398885,MX,2023-08-17
148,spotify:track:7xQrt5TkFBBmlTEPJvXTH8,Junior H,Dias Nublados,WEA Latina,75,136,41,1398526,MX,2023-08-17
149,spotify:track:2Ga1FnYssxRlMukIDI0f0y,Lasso,Ojos Marrones,Universal Music Mexico,9,144,60,1386857,MX,2023-08-17
150,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,150,173,8,1374567,MX,2023-08-17
151,spotify:track:2QrU43HoJRNBrbo2XLI9DS,Alfredo Olivas,No,Fonovisa,122,124,25,1372499,MX,2023-08-17
152,spotify:track:7MVIfkyzuUmQ716j8U7yGR,"Milo j, Taiu",Rara Vez,Universal Music Argentina S.A.,63,146,25,1367602,MX,2023-08-17
153,spotify:track:1aUq8rjW1EwkAkMri4VfJy,"Rauw Alejandro, Lyanno, Brray",LOKERA,Sony Music Latin/Duars Entertainment,15,161,55,1366658,MX,2023-08-17
154,spotify:track:0CYTGMBYkwUxrj1MWDLrC5,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,48,166,35,1357081,MX,2023-08-17
155,spotify:track:2i8f4VnnBjy0yDqH2C452a,Olivia Rodrigo,bad idea right?,Olivia Rodrigo PS,155,-1,1,1352993,MX,2023-08-17
156,spotify:track:3nQ0FbZL6DTcGnu03Jpgzm,Carin Leon,Me la Avente,Tamarindo Rekordsz,27,152,162,1343703,MX,2023-08-17
157,spotify:track:4Dg3WEqGpBbSu4EKjudiwV,"Gabito Ballesteros, Luis R Conriquez",La Mamoncita del Insta,Los CT Records,142,142,8,1332137,MX,2023-08-17
158,spotify:track:53tfEupEzQRtVFOeZvk7xq,ROSALÍA,DESPECHÁ,Columbia,6,151,55,1328873,MX,2023-08-17
159,spotify:track:6YNTL320OEMAg4ORqGYt1v,"Matisse, Carin Leon",Como Lo Hice Yo,Sony Music México,6,158,98,1313499,MX,2023-08-17
160,spotify:track:2JJSGhPpATm8lXeYjD95fw,Bobby Pulido,Desvelado,Capitol Latin,118,145,76,1312644,MX,2023-08-17
161,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,Natalia Lafourcade,Hasta la Raíz,RCA Records Label,15,147,199,1311535,MX,2023-08-17
162,spotify:track:4gJfPoMIcSDGY0tMGxm6Fu,KAROL G,OKI DOKI,Bichota/Interscope Records,162,-1,1,1310055,MX,2023-08-17
163,spotify:track:3p6eieHX6oEOzJStPtEsLu,Calibre 50,Si Te Pudiera Mentir,"Andaluz Music, LLC (Catalog)",2,143,160,1302554,MX,2023-08-17
164,spotify:track:7KoyXL9zghiNpXkb5iVDyj,Junior H,Jueves 10,Rancho Humilde / Z Records,78,-1,9,1299325,MX,2023-08-17
165,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,1,137,67,1291069,MX,2023-08-17
166,spotify:track:6VrQTLzzuyGIYjUDe4kAZk,Bad Bunny,Un Coco,Rimas Entertainment LLC,20,169,67,1286557,MX,2023-08-17
167,spotify:track:2iVgM5C7m1G4CJGbms301G,"Shakira, Manuel Turizo",Copa Vacía,Sony Music Latin,52,148,7,1276554,MX,2023-08-17
168,spotify:track:49lbKqbCI8SmJfW64OYXGZ,"Gabito Ballesteros, Junior H",Ya Corazón,Los CT Records,19,150,24,1275444,MX,2023-08-17
169,spotify:track:69Ej1xrGjOcHvIMtMKxK0G,Don Omar,Dile,UMLE - Machete,90,182,46,1275020,MX,2023-08-17
170,spotify:track:0OEBOJhSObnFuHuasXdt52,Shakira,Dia de Enero,Epic,100,174,31,1274848,MX,2023-08-17
171,spotify:track:2q7DY7bBua9e9Aygmz8XmB,Junior H,Como Jordan,WEA Latina,75,163,50,1274339,MX,2023-08-17
172,spotify:track:7txjUEY6McJDJKqIo1Rxjp,Shakira,Acróstico - Milan + Sasha,Sony Music Latin,17,156,14,1274123,MX,2023-08-17
173,spotify:track:4NoOME4Dhf4xgxbHDT7VGe,"KAROL G, Romeo Santos",X SI VOLVEMOS,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,19,192,28,1263988,MX,2023-08-17
174,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,174,-1,1,1260922,MX,2023-08-17
175,spotify:track:1ULnQ2yn5LeQX4LrROm1RD,"Junior H, Ovi",COLOGNE,WEA Latina,19,157,39,1259091,MX,2023-08-17
176,spotify:track:0NnbCdowqhKtgtNEQ9oeBX,"Kany García, Carin Leon",Te Lo Agradezco,5020 Records,176,178,2,1257218,MX,2023-08-17
177,spotify:track:100Tm6z29RfHTdUQ6NIs0s,Julieta Venegas,Me Voy,Ariola,166,167,5,1257116,MX,2023-08-17
178,spotify:track:4eYhZcJRzRZLGFp7EupTEE,"LATIN MAFIA, Jesse Baez",Se fue la luz,Rimas Entertainment México S.A. de C.V,178,198,2,1256744,MX,2023-08-17
179,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,97,195,21,1252587,MX,2023-08-17
180,spotify:track:3CEk3KwDixeCKOVPacup7L,Peso Pluma,ZAPATA,Double P Records,40,171,8,1252080,MX,2023-08-17
181,spotify:track:6UR1k5NGqgNGzgVmMtT768,"El Jordan 23, Los Patos Feos Inc, Nes",Cabaña,Los Patos Feos Inc under exclusive license to BZR Music LLC,180,180,2,1248177,MX,2023-08-17
182,spotify:track:1gCkdtayMomPBKi09qXs1C,"Natanael Cano, Chino Pacas",En Corto,WEA Latina,38,177,7,1247892,MX,2023-08-17
183,spotify:track:1Wrzhfa5bNlqvsnCztz190,Hombres G,Devuélveme a mi chica,WM Spain,72,175,296,1245879,MX,2023-08-17
184,spotify:track:4OwhwvKESFtuu06dTgct7i,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,WEA Latina,10,183,78,1244690,MX,2023-08-17
185,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,"Rauw Alejandro, Chencho Corleone",Desesperados,Sony Music Latin/Duars Entertainment,3,181,88,1244299,MX,2023-08-17
186,spotify:track:4ZplewvZRLFcfBa5uyBbhd,Cardenales De Nuevo León,Belleza De Cantina,Universal Music Mexico,65,165,182,1240366,MX,2023-08-17
187,spotify:track:5IdyvWCaUa7AgTxMsFj0wB,Grupo Los de la O,Fuga Pa Cali 2,"Manzana Records, Inc.",19,184,80,1237992,MX,2023-08-17
188,spotify:track:1O0IFR3MYqgQbziKTCf0X4,"Fuerza Regida, Grupo Frontera",911 - En Vivo,Rancho Humilde/Street Mob Records,53,160,36,1225417,MX,2023-08-17
189,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,Los Enanitos Verdes,Lamento Boliviano,EMI Latin,84,187,228,1202488,MX,2023-08-17
190,spotify:track:4iGQ8o9Ih6J1OuDDGCXSCL,"KAROL G, Young Miko",DISPO,Bichota/Interscope Records,190,-1,1,1198052,MX,2023-08-17
191,spotify:track:6CRRlfXDdhsL6vih3J5xco,Alfredo Olivas,En Definitiva,Camiolvi,78,155,75,1197586,MX,2023-08-17
192,spotify:track:2ctjDCCg1wHoQSjIJ8p6U4,Plan B,Candy,Pina Records,140,200,11,1188236,MX,2023-08-17
193,spotify:track:7AWgHNS16hOhmiyPIRRcmC,"Carin Leon, Tony Melendez",El Amor De Tu Vida,Tamarindo Rekordsz,82,164,135,1182919,MX,2023-08-17
194,spotify:track:1uTHr7ij3eiDdUXvQfA5au,"Conjunto Rienda Real, La Pocima Norteña",Sobran Motivos,Elegante Records,103,168,23,1173521,MX,2023-08-17
195,spotify:track:1fcOwu14PSWy2JJhpGIOoL,Rels B,Un Rodeoooo,DALE PLAY Records / Flakk Team,160,176,4,1172354,MX,2023-08-17
196,spotify:track:5bD6mFl116xCxVMLy7IK9F,"KAROL G, Dei V",GATITA GANGSTER,Bichota/Interscope Records,196,-1,1,1170785,MX,2023-08-17
197,spotify:track:0akyEssGRVHstqCSWXusJL,Ed Maverick,Fuentes de Ortiz,Universal Music Mexico,21,188,239,1170649,MX,2023-08-17
198,spotify:track:74WROFXsox6wkeUrEK2DS6,Eden Muñoz,Chale,Lizos Music,1,191,78,1168310,MX,2023-08-17
199,spotify:track:0MHFbqdlWzAkgO8p7pkfMb,"Fuerza Regida, Juanpa Salazar",Mi Terre CLN,Rancho Humilde/Street Mob Records,62,179,32,1156912,MX,2023-08-17
200,spotify:track:0tKl8ZVM6xJkhznvJAS3Nq,Junior H,Ella,Rancho Humilde,43,194,185,1155512,MX,2023-08-17
1,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,1,2,3,15225590,MX,2023-11-09
2,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,Street Mob Records,1,1,10,13209429,MX,2023-11-09
3,spotify:track:3FvTHuefYV6TxE3Kseqno8,"Gabito Ballesteros, Natanael Cano",LOU LOU,Los CT Records,3,3,3,10692489,MX,2023-11-09
4,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,1,4,20,9065158,MX,2023-11-09
5,spotify:track:2TJKY0WSFufZOzbRNgl6zE,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,Rios Music/ Outerspace Music/ Boba Records Corporation,3,5,12,8860209,MX,2023-11-09
6,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,Rimas Entertainment LLC,4,6,4,7967256,MX,2023-11-09
7,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carin Leon",Según Quién,Sony Music Latin,6,9,12,7296438,MX,2023-11-09
8,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,Junior H,Y LLORO,WEA Latina,5,7,5,7292279,MX,2023-11-09
9,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,Bichota/Interscope Records,2,8,13,6946032,MX,2023-11-09
10,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,Grupo Frontera,6,10,14,6532594,MX,2023-11-09
11,spotify:track:7yIIeKUxTpn36X6CFJhgEi,"Bellakath, Dani Flow",Reggaeton Champagne,La Mafia del Perreo,9,12,5,6029912,MX,2023-11-09
12,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,Primera Cita,"Socios Music, LLC",2,13,28,5957630,MX,2023-11-09
13,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,Rimas Entertainment LLC,2,11,4,5710897,MX,2023-11-09
14,spotify:track:3kx21xR6IboC9HVdajgBoc,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,2,14,20,5592274,MX,2023-11-09
15,spotify:track:0zhymr6RqNuvp0RMIvdpdA,"Código FN, Gabito Ballesteros",Mood Malandro,Al Millon Music,13,15,11,5009707,MX,2023-11-09
16,spotify:track:5SHXikmjPwChjvpVIeYkMf,"Oscar Maydon, Junior H, Gabito Ballesteros",Skin de Bandida,Rancho Humilde,16,22,7,4885108,MX,2023-11-09
17,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,La Víctima,Interscope Records,17,18,7,4795689,MX,2023-11-09
18,spotify:track:4t46soaqA758rbukTO5pp1,Natanael Cano,Mi Bello Angel,WEA Latina,4,20,19,4743909,MX,2023-11-09
19,spotify:track:127UT7AiWflJwjXWUBBVTQ,Natanael Cano,O Me Voy O Te Vas,WEA Latina,16,16,4,4721175,MX,2023-11-09
20,spotify:track:2O223PoYCkIPSsE4cmnr9v,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,1,21,25,4522263,MX,2023-11-09
21,spotify:track:6YOfGIE6iFxC7G8OlGGvzW,Junior H,ROCKSTAR,WEA Latina,15,27,5,4362852,MX,2023-11-09
22,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,3,17,39,4321350,MX,2023-11-09
23,spotify:track:4loIMejzvt11s97SGVEat8,"Xavi, Los Dareyes De La Sierra",Poco A Poco,Interscope Records,22,23,6,4159958,MX,2023-11-09
24,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,3,19,19,4021168,MX,2023-11-09
25,spotify:track:4mWiyglEmK9eRAwMdD9tQ6,Doble ONE Flow Letal,Mi Kryptonita,CUELLO BLANCO,25,57,2,3915598,MX,2023-11-09
26,spotify:track:4WefXOf8I4gMjdj2kBJgkl,"LATIN MAFIA, HUMBE",Patadas de Ahogado,Home Made Records,26,-1,1,3842587,MX,2023-11-09
27,spotify:track:1RzjXhgnzqb3dMa5852itx,"Peso Pluma, Tito Double P",LA PEOPLE,Double P Records,27,45,13,3827747,MX,2023-11-09
28,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,4,31,43,3781295,MX,2023-11-09
29,spotify:track:3lev2QW3nUHNuxrVstVEGj,"El Gudi, Yeri Mua, Jey F, Alan Dazmel, Oviña",Chupón,Fullbrand Music,25,25,7,3746558,MX,2023-11-09
30,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,Acqustic,29,29,6,3675294,MX,2023-11-09
31,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,4,24,19,3616486,MX,2023-11-09
32,spotify:track:5HR7yfhSCeoOHRQN05XnZQ,"Grupo Frontera, Carin Leon",QUE VUELVAS,Grupo Frontera,2,32,48,3601678,MX,2023-11-09
33,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,Grupo Frontera,2,28,30,3592046,MX,2023-11-09
34,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,34,34,3578790,MX,2023-11-09
35,spotify:track:1GtIK8iINes4gNt06F60NU,Alfredo Olivas,Vete,Fonovisa,30,30,19,3538042,MX,2023-11-09
36,spotify:track:1SlPNQ3vAF56AiHr6Ul6jM,"Michelle Maciel, Eden Muñoz, Panter Bélico",CCC - Remix,DALE PLAY Records / Solido Records,26,26,10,3528076,MX,2023-11-09
37,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,12,35,20,3501588,MX,2023-11-09
38,spotify:track:6UtWwuheJr5LLDeVypPNx7,Fuerza Regida,EXCESOS,Rancho Humilde/Street Mob Records,38,42,3,3412279,MX,2023-11-09
