rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_name,country
57,spotify:track:3OGCNLxpBmTYRxPZg2yDE5,Gunna,back to the moon,300 Entertainment,57,-1,1,3286741,,US
58,spotify:track:48UKTR66uUOT9LaUvooTNx,Luke Combs,The Kind of Love We Make,River House Artists/Columbia Nashville,15,56,53,3226321,,US
59,spotify:track:7rbECVPkY5UODxoOUVKZnA,Kanye West,I Wonder,Roc-A-Fella,57,57,13,3223999,,US
60,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Mosley Music/Interscope Records,7,58,55,3174054,,US
61,spotify:track:37CoOXIsgF3NzbK1zHZetk,Dominic Fike,Mona Lisa (Spider-Man: Across the Spider-Verse),Columbia,61,63,3,3123581,,US
62,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud,43,73,213,3103862,,US
63,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,55,67,45,3086572,,US
64,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Darkroom/Interscope Records,3,61,46,3062037,,US
65,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,13,65,148,3059932,,US
66,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,"Big Machine Records, LLC",63,74,17,3042097,,US
67,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,"Big Machine Records, LLC",61,66,16,3039207,,US
68,spotify:track:5xP9lQYA8YQmQh6BOxcAnR,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),XO / Republic Records,16,54,3,2982858,,US
69,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,93,134,2981276,,US
70,spotify:track:5MwynWK9s4hlyKHqhkNn4A,Morgan Wallen,Chasin' You,Big Loud,55,79,121,2960018,,US
71,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,One Umbrella Records,26,70,42,2944156,,US
72,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,62,29,2927154,,US
73,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,"Big Machine Records, LLC",54,81,46,2907462,,US
74,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,Taylor Swift,1,82,38,2837977,,US
75,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,"Hotel Ugly, under exclusive license to Amuseio AB",29,84,42,2813026,,US
76,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,80,95,2802264,,US
77,spotify:track:6pcywuOeGGWeOQzdUyti6k,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,78,37,2782930,,US
78,spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb,Morgan Wallen,Thought You Should Know,Big Loud Records / Mercury Records / Republic Records,17,89,59,2782528,,US
79,spotify:track:4JdSXF2p71cr8uCY3UiJM0,"Yahritza Y Su Esencia, Grupo Frontera",Frágil,Lumbre Music/Columbia,77,88,10,2771603,,US
80,spotify:track:1rXq0uoV4KTgRN64jXzIxo,Morgan Wallen,One Thing At A Time,Big Loud Records / Mercury Records / Republic Records,5,76,29,2760358,,US
81,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,83,60,2743617,,US
82,spotify:track:7uSLF2yhpjLlYBLtyPX3Lb,"El Alfa, Peso Pluma, Chael Produciendo",PLEBADA,EL JEFE RECORDS LLC,82,86,2,2707566,,US
83,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,40,96,90,2706878,,US
84,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",29,101,22,2686159,,US
85,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Taylor Swift,2,92,35,2677398,,US
86,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,Lil Mabu,MATHEMATICAL DISRESPECT,Lil Mabu,11,71,7,2660930,,US
87,spotify:track:0IKeDy5bT9G0bA7ZixRT4A,"Fuerza Regida, Grupo Frontera",Bebe Dame,Rancho Humilde/Street Mob Records,18,91,26,2656879,,US
88,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Brent Faiyaz,Clouded,Lost Kids,65,85,36,2635572,,US
89,spotify:track:5Bvhk3wx42kkDEggSQIwqL,Toosii,Favorite Song,South Coast Music Group/Capitol Records,41,94,17,2630644,,US
90,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,6,107,130,2624708,,US
91,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,97,75,2612455,,US
92,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,92,121,112,2611651,,US
93,spotify:track:0FA4wrjDJvJTTU8AepZTup,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,10,87,19,2597825,,US
94,spotify:track:2KcQ0PbPj0O3P48B9YX7iN,"Young Nudy, 21 Savage",Peaches & Eggplants (feat. 21 Savage),PDE Records/Same Plate/RCA Records,94,142,3,2591477,,US
95,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,37,75,4,2585704,,US
96,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,100,59,2583868,,US
97,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,Mercury Records/Republic Records,43,59,34,2579887,,US
98,spotify:track:5RcxRGvmYai7kpFSfxe5GY,"Becky G, Peso Pluma",CHANEL,Kemosabe Records/RCA Records,51,98,11,2562532,,US
99,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,Lil Baby,Freestyle,Quality Control Music (Caroline),46,104,53,2546845,,US
100,spotify:track:1TE8AAk9koG0UJco6ZAUfx,Bailey Zimmerman,Rock and A Hard Place,Warner Music Nashville/Elektra,26,114,54,2543494,,US
101,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,"Drake, 21 Savage",Spin Bout U,OVO / Republic Records,6,111,33,2543166,,US
102,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,70,112,31,2536901,,US
103,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,Three Quarter,16,113,98,2535979,,US
104,spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),10K Projects/Capitol Records,15,109,10,2535881,,US
105,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,70,106,32,2533644,,US
106,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Mercury Records/Republic Records,7,110,10,2512879,,US
107,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,"Feid, Young Miko",CLASSY 101,UMLE - Latino,84,132,10,2509478,,US
108,spotify:track:1mMLMZYXkMueg65jRRWG1l,Luke Combs,When It Rains It Pours,River House Artists/Columbia Nashville,94,116,89,2509117,,US
109,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,"Morgan Wallen, ERNEST",Cowgirls (feat. ERNEST),Big Loud Records / Mercury Records / Republic Records,32,118,16,2499451,,US
110,spotify:track:0DWdj2oZMBFSzRsi2Cvfzf,"KAROL G, Shakira",TQG,BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,6,108,17,2481512,,US
111,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,Darkroom/Interscope Records,20,122,35,2478015,,US
112,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),49,123,52,2469606,,US
113,spotify:track:39OclE5hZematADrdfaWvE,Jordan Davis,Next Thing You Know,MCA Nashville,103,103,7,2455190,,US
114,spotify:track:0rVJ6v23RQozOIvr1YotJP,Bakar,Hell N Back,Black Butter,108,129,14,2454052,,US
115,spotify:track:2YVlDlk2zRceefo6XlC6DX,Morgan Wallen,Ain’t That Some,Big Loud Records / Mercury Records / Republic Records,6,131,16,2447085,,US
116,spotify:track:6HexNTb392JS071DoTGo0y,"Metro Boomin, James Blake",Hummingbird (Metro Boomin & James Blake),Republic Records,62,72,3,2436344,,US
117,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,Taylor Swift,6,120,31,2432664,,US
118,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Taylor Swift,1,144,31,2427242,,US
119,spotify:track:7IqsNN0EMckx9YqddgXlwg,Gunna,bread & butter,300 Entertainment,119,-1,2,2416296,,US
120,spotify:track:3xYJScVfxByb61dYHTwiby,Taylor Swift,Hits Different,Taylor Swift,6,90,4,2414620,,US
121,spotify:track:69AIpwGNLxr4qS1X5ynx60,"Jordan Davis, Luke Bryan",Buy Dirt,MCA Nashville,67,130,73,2405524,,US
122,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,Polydor Records,32,95,5,2400143,,US
123,spotify:track:4W4fNrZYkobj539TOWsLO2,"The Weeknd, Ariana Grande",Die For You (with Ariana Grande) - Remix,XO / Republic Records,3,117,17,2395373,,US
124,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",Que Vuelvas,BorderKid Records/Sony Music Latin,28,127,25,2389447,,US
125,spotify:track:2rjv9fXzpZDbB6lEeIoB3l,Gunna,rodeo dr,300 Entertainment,125,-1,1,2385582,,US
126,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,23,125,23,2376155,,US
127,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,18,126,127,2368023,,US
128,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),Parlophone UK,8,137,43,2355977,,US
129,spotify:track:6DLbBlGIOjjEj0dNN25zhZ,Megan Moroney,Tennessee Orange,Columbia Nashville/Columbia Records,107,147,18,2355530,,US
130,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,"Mac Miller, Empire Of The Sun",The Spins,Rostrum Records,61,128,108,2324516,,US
131,spotify:track:0B6g379TMw0nYGXA7y5xHz,"Metro Boomin, Future, Lil Uzi Vert","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Republic Records,45,77,3,2323527,,US
132,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,124,46,2321360,,US
133,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,85,146,23,2314454,,US
134,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,56,143,51,2298780,,US
135,spotify:track:2rxQMGVafnNaRaXlRMWPde,Luke Combs,Beautiful Crazy,River House Artists/Columbia Nashville,61,148,173,2286712,,US
136,spotify:track:1hS8xbWKEifaf0VuFpIY69,"Gucci Mane, Lil Baby",Bluffin (feat. Lil Baby),1017/Atlantic,136,-1,1,2277566,,US
137,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,133,88,2273706,,US
138,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,Rock The World/IDJ/Kanye LP7,97,151,69,2261734,,US
139,spotify:track:2tgQaL85WoRfgEa4hFQgrE,Tyler Childers,Feathered Indians,Hickman Holler Records,134,135,17,2261410,,US
140,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,Rimas Entertainment LLC,3,136,59,2257460,,US
141,spotify:track:1vvcEHQdaUTvWt0EIUYcFK,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",APG Inc – FF10,72,119,5,2255463,,US
142,spotify:track:3FU6urUVsgXa6RBuV2PdRk,"Diplo, Morgan Wallen",Heartless (feat. Morgan Wallen),Columbia,57,154,77,2254659,,US
143,spotify:track:2GAhgAjOhEmItWLfgisyOn,SZA,Low,Top Dawg Entertainment/RCA Records,4,156,28,2249403,,US
144,spotify:track:1SjsVdSXpwm1kTdYEHoPIT,Zach Bryan,Sun to Me,Warner Records,106,141,14,2247447,,US
145,spotify:track:0fCwTrRNfoNk962ati8n2K,Tyler Childers,All Your'n,Hickman Holler Records/RCA Records,120,139,18,2232441,,US
146,spotify:track:577YBGuskWkVDCxZrLRB4v,Lil Baby,Pure Cocaine,Quality Control Music/Motown Records/Capitol Records,52,134,61,2230953,,US
147,spotify:track:5OELUCYgOHKFAvCERnAvfS,Morgan Wallen,More Than My Hometown,Big Loud / Republic,21,178,116,2220075,,US
148,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,157,239,2206823,,US
149,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,Island Records,60,165,147,2206640,,US
150,spotify:track:0UbesRsX2TtiCeamOIVEkp,"Fuerza Regida, Natanael Cano",Ch y la Pizza,Rancho Humilde/Street Mob Records,88,150,15,2201546,,US
151,spotify:track:7Lkxvfl2rkNYWS4kBDCQtN,"Peso Pluma, Blessd",Las Morras,Prajin Parlay Inc dba Prajina Records / Worms Music / Warner Music Colombia / Warner Music Latina / JM WORLD MUSIC / CIGOL,97,149,9,2194030,,US
152,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,153,24,2190169,,US
153,spotify:track:5mCPDVBb16L4XQwDdbRUpz,Drake,Passionfruit,Cash Money Records/Young Money Ent./Universal Rec.,1,159,101,2184142,,US
154,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,155,125,2183980,,US
155,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,Ice Cube,It Was A Good Day,Priority Records,100,161,56,2182802,,US
156,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,156,181,3,2179289,,US
157,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,"Big Machine Records, LLC",140,177,5,2173782,,US
158,spotify:track:2UikqkwBv7aIvlixeVXHWt,Chris Stapleton,You Should Probably Leave,Mercury Nashville,148,174,4,2168336,,US
159,spotify:track:6PGoSes0D9eUDeeAafB2As,"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,Aftermath,5,168,140,2163369,,US
160,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,160,41,2160977,,US
161,spotify:track:17js0w8GTkTUFGFM6PYvBd,"Fuerza Regida, Peso Pluma",Igualito a Mi Apá,Rancho Humilde/Street Mob Records,101,152,11,2159842,,US
162,spotify:track:609E1JCInJncactoMmkDon,"ROSALÍA, Rauw Alejandro",BESO,Columbia Records/Duars Entertainment/Sony Music Latin,35,162,13,2151276,,US
163,spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),"Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",4,169,184,2149138,,US
164,spotify:track:7qTaDOcld0VmBWXnkbUj45,"Lil Durk, Morgan Wallen",Broadway Girls (feat. Morgan Wallen),Alamo,7,180,49,2141125,,US
165,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,BIGHIT MUSIC,103,-1,4,2135421,,US
166,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Kendrick Lamar,HUMBLE.,Aftermath,1,172,183,2135399,,US
167,spotify:track:5twSy6ffBrF03mnNUsUgJZ,Jelly Roll,Need A Favor,Stoney Creek Records,102,179,3,2128640,,US
168,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,Kendrick Lamar,PRIDE.,Aftermath,10,163,28,2128579,,US
169,spotify:track:3kQfBtkQqgN1fAMfhks8TU,Pinegrove,Need 2,Run For Cover Records,169,-1,1,2125495,,US
170,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,"21 Savage, Metro Boomin",Runnin,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",3,166,42,2113657,,US
171,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,18,175,28,2108499,,US
172,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,140,163,2105465,,US
173,spotify:track:3pXF1nA74528Edde4of9CC,Bryson Tiller,Don't,TrapSoul/RCA Records,82,173,96,2096708,,US
174,spotify:track:1kwPxt35W7cG3rryxR48PO,"That Mexican OT, Paul Wall, DRODi",Johnny Dang (with Paul Wall & DRODi),Manifest/GoodTalk/Good Money Global/Capitol Records,174,-1,1,2094035,,US
175,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,95,185,36,2093730,,US
176,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Fortunate Son,Craft Recordings,123,184,4,2093278,,US
177,spotify:track:2KtGiBi5CrX2ERPD2PAS34,Tyler Hubbard,Dancin’ In The Country,EMI Nashville,158,195,4,2092777,,US
178,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,J. Cole,MIDDLE CHILD,"Dreamville, Inc., Under exclusive license to Roc Nation Records",1,176,187,2085197,,US
179,spotify:track:0bILU0UiNDmA5Ff6whhb2R,Bailey Zimmerman,Religiously,Warner Music Nashville/Elektra,144,-1,3,2083659,,US
180,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,3,199,54,2077464,,US
181,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,-1,83,2074557,,US
182,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,49,187,50,2068245,,US
183,spotify:track:4obHzpwGrjoTuZh2DItEMZ,Morgan Wallen,7 Summers,Big Loud / Republic,3,-1,61,2065743,,US
184,spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,Republic Records,1,193,176,2063876,,US
185,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,1,186,179,2062810,,US
186,spotify:track:5FkoSXiJPKTNyYgALRJFhD,Baby Keem,ORANGE SODA,Baby Keem LLC,54,197,55,2057718,,US
187,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,ceilings,Harbour Artists & Music,16,171,22,2048411,,US
188,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,182,78,2045475,,US
189,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,Roc Nation LLC,101,-1,51,2040561,,US
190,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,Murder on My Mind,P2018,4,-1,112,2037678,,US
191,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,188,39,2035546,,US
192,spotify:track:103u49mLoJUge83B1CnLxI,HARDY,TRUCK BED,Big Loud,192,-1,1,2032819,,US
193,spotify:track:698eQRku24PIYPQPHItKlA,Luke Combs,She Got the Best of Me,River House Artists/Columbia Nashville,135,-1,15,2025929,,US
194,spotify:track:1qMMYpVatbRITKCfq1gasi,Future,PUFFIN ON ZOOTIEZ,Epic/Freebandz,4,-1,56,2012742,,US
195,spotify:track:03fs6oV5JAlbytRYf3371S,Morgan Wallen,Everything I Love,Big Loud Records / Mercury Records / Republic Records,8,198,21,2006921,,US
196,spotify:track:1h0rVgfuKa6V9DkVSLAc4Q,Gunna,back at it,300 Entertainment,196,-1,1,2006897,,US
197,spotify:track:3E7dfMvvCLUddWissuqMwr,Miley Cyrus,Party In The U.S.A.,Hollywood Records,51,189,28,2004561,,US
198,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,UNI/MOTOWN,192,-1,3,2004181,,US
199,spotify:track:39sDitIeCMrVX2QyXHY46t,TV Girl,Blue Hair,TV Girl,94,170,15,1999616,,US
200,spotify:track:5mHdCZtVyb4DcJw8799hZp,"RAYE, 070 Shake",Escapism.,Human Re Sources,20,194,29,1998326,,US
1,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,1,5,5,10922048,,US
2,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,1,1,3,10368175,,US
3,spotify:track:7x9aauaA9cu6tyfpHnqDLo,"Jung Kook, Latto",Seven (feat. Latto),BIGHIT MUSIC,3,-1,1,10357560,,US
4,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,Big Loud Records / Mercury Records / Republic Records,1,3,25,10179878,,US
5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,9,36,8463303,,US
6,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,DEL Records,1,14,18,7266976,,US
7,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,Luke Combs,Fast Car,River House Artists/Columbia Nashville,4,20,17,6324853,,US
8,spotify:track:5kHMfzgLZP95O9NBy0ku4v,Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,2,2,2,6009209,,US
9,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,1,25,32,5685874,,US
10,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,10,-1,1,5383742,,US
11,spotify:track:5W4kiM2cUYBJXKRudNyxjW,Morgan Wallen,You Proof,Big Loud Records / Mercury Records / Republic Records,8,28,62,5379829,,US
12,spotify:track:741UUVE2kuITl0c6zuqqbO,"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,6,41,4,5337557,,US
13,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,"Grupo Frontera, Bad Bunny",un x100to,Rimas Entertainment LLC.,2,29,14,5119769,,US
14,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,5,30,107,5092642,,US
15,spotify:track:5sdQOyqq2IDhvmx2lHOpwd,NewJeans,Super Shy,ADOR,15,32,2,5053379,,US
16,spotify:track:3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Wasted On You,Big Loud / Republic,3,38,130,4825150,,US
17,spotify:track:2UW7JaomAMuX9pZrjVpHAU,"Yng Lvcas, Peso Pluma",La Bebe - Remix,WM Mexico,4,33,17,4802971,,US
18,spotify:track:3t0ic4mkhvhamrKDkulB8v,Post Malone,Overdrive,Mercury Records/Republic Records,18,-1,1,4762678,,US
19,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,Warner Records,4,37,65,4727258,,US
20,spotify:track:7ro0hRteUMfnOioTFI5TG1,Bad Bunny,WHERE SHE GOES,Rimas Entertainment LLC,3,35,9,4610013,,US
21,spotify:track:6T7FXSuXykeGktMLGp8WgE,"Lil Durk, J. Cole",All My Life (feat. J. Cole),Alamo,3,36,10,4523358,,US
22,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,1,42,24,4383494,,US
23,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,Double P Records,7,39,4,4289327,,US
24,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,Morgan Wallen,Thinkin’ Bout Me,Big Loud Records / Mercury Records / Republic Records,9,51,20,4273158,,US
25,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,Fuerza Regida,SABOR FRESA,Rancho Humilde/Street Mob Records,16,43,4,4233630,,US
26,spotify:track:1haJsMtoBhHfvuM7XWuT3W,"Junior H, Peso Pluma",El Azul,WEA Latina,21,44,17,4179973,,US
27,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,10,48,284,4145689,,US
28,spotify:track:368eeEO3Y2uZUQ6S5oIjcu,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,10,45,9,4100467,,US
29,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,46,68,4095762,,US
30,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,FIFTY FIFTY,Cupid (Twin Ver.) - Live Studio Version OT4,ATTRAKT,7,49,18,4077610,,US
31,spotify:track:4daEMLSZCgZ2Mt7gNm2SRa,Lil Uzi Vert,Flooded The Face,Generation Now/Atlantic,3,34,3,3972568,,US
32,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Taylor Swift,5,52,34,3843316,,US
33,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,"Peso Pluma, Grupo Frontera",TULUM,Double P Records,33,55,3,3833047,,US
34,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,50,27,3828184,,US
35,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,1,53,39,3822090,,US
36,spotify:track:7aRCf5cLOFN1U7kvtChY1G,Drake,Search & Rescue,OVO/Republic Records,1,47,15,3798483,,US
37,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,WEA Latina,37,101,2,3744951,,US
38,spotify:track:5AqiaZwhmC6dIbgWrD5SzV,"Bizarrap, Peso Pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55",DALE PLAY Records,4,54,7,3724097,,US
39,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,Rush,EMI Recorded Music Australia Pty Ltd,39,-1,1,3718163,,US
